Price (USD),Address,City,Date,Beds,Baths,Area (SQFT)
517000.0,"4926 Guysborough St, Las Vegas, NV 89148",Las-Vegas,2023-12-15,3.0,2.5,2174.0
449999.0,"10620 Allthorn Ave, Las Vegas, NV 89144",Las-Vegas,2023-12-15,2.0,2.0,1396.0
365000.0,"10012 Woodhouse Dr, Las Vegas, NV 89134",Las-Vegas,2023-12-15,2.0,2.0,1105.0
625000.0,"8030 Foxfield Springs St, Las Vegas, NV 89166",Las-Vegas,2023-12-15,4.0,3.5,2519.0
620000.0,"1512 Cobb Ln, Las Vegas, NV 89101",Las-Vegas,2023-12-15,8.0,,3060.0
439900.0,"1704 Pacific Breeze Dr, Las Vegas, NV 89144",Las-Vegas,2023-12-15,2.0,2.0,1694.0
4399999.0,"3750 Las Vegas Blvd #3604, Las Vegas, NV 89158",Las-Vegas,2023-12-15,2.0,2.5,2563.0
829995.0,"8973 Rolling Pietra St, Las Vegas, NV 89166",Las-Vegas,2023-12-15,5.0,4.5,3272.0
374400.0,"1687 Raspberry Hill Rd, Las Vegas, NV 89142",Las-Vegas,2023-12-15,4.0,3.0,2007.0
449900.0,"6961 Emerald Springs Ln Unit NA, Las Vegas, NV 89113",Las-Vegas,2023-12-15,2.0,2.0,1180.0
315000.0,"8725 W Flamingo Rd #239, Las Vegas, NV 89147",Las-Vegas,2023-12-15,2.0,2.0,1038.0
233000.0,"5138 S Jones Blvd #105, Las Vegas, NV 89118",Las-Vegas,2023-12-15,2.0,2.0,920.0
420000.0,"4228 Timpani Dr, Las Vegas, NV 89110",Las-Vegas,2023-12-15,3.0,2.5,1423.0
395000.0,"1446 Bourne Valley Ct, Las Vegas, NV 89123",Las-Vegas,2023-12-15,4.0,2.5,1994.0
209900.0,"1498 Tamareno Cir Unit B, Las Vegas, NV 89119",Las-Vegas,2023-12-15,2.0,2.0,1116.0
735000.0,"9153 Claretta Dr, Las Vegas, NV 89129",Las-Vegas,2023-12-15,6.0,3.0,3387.0
610000.0,"4108 Dream Day St, Las Vegas, NV 89129",Las-Vegas,2023-12-15,5.0,3.0,3723.0
430000.0,"1452 Bourne Valley Ct, Las Vegas, NV 89123",Las-Vegas,2023-12-15,4.0,3.0,1806.0
460000.0,"10832 Cather Ave, Las Vegas, NV 89166",Las-Vegas,2023-12-15,3.0,2.5,2264.0
276000.0,"10245 S Maryland Pkwy #160, Las Vegas, NV 89183",Las-Vegas,2023-12-15,3.0,2.0,1188.0
699000.0,"11149 Vivid Ave, Las Vegas, NV 89144",Las-Vegas,2023-12-15,4.0,3.0,2100.0
335000.0,"6750 Hetherbrae Ln, Las Vegas, NV 89156",Las-Vegas,2023-12-15,3.0,2.0,1198.0
412860.0,"5668 Beguiling Falls St Lot 53, Las Vegas, NV 89148",Las-Vegas,2023-12-15,3.0,2.0,1371.0
524900.0,"10932 Hunting Hawk Rd, Las Vegas, NV 89179",Las-Vegas,2023-12-15,3.0,2.5,2456.0
369000.0,"3736 Archer St, Las Vegas, NV 89108",Las-Vegas,2023-12-15,2.0,2.5,1597.0
450000.0,"8935 Midnight Garden Ct, Las Vegas, NV 89148",Las-Vegas,2023-12-15,3.0,2.5,1847.0
625000.0,"9108 Vista Greens Way #105, Las Vegas, NV 89134",Las-Vegas,2023-12-15,2.0,2.5,2212.0
669900.0,"10151 Meriweather Grove Ave, Las Vegas, NV 89166",Las-Vegas,2023-12-15,3.0,3.0,2535.0
324999.0,"5800 Jerry Dr, Las Vegas, NV 89108",Las-Vegas,2023-12-15,4.0,2.0,1334.0
359999.0,"270 E Flamingo Rd #326, Las Vegas, NV 89169",Las-Vegas,2023-12-15,2.0,2.0,974.0
574999.0,"2033 Scenic Sunrise Dr, Las Vegas, NV 89117",Las-Vegas,2023-12-15,3.0,2.0,1949.0
415000.0,"1165 Panorama Heights St, Las Vegas, NV 89110",Las-Vegas,2023-12-15,3.0,2.0,1975.0
645000.0,"7524 Cathedral Canyon Ct, Las Vegas, NV 89129",Las-Vegas,2023-12-15,6.0,3.0,3828.0
349990.0,"20 Barbara Ln #85, Las Vegas, NV 89183",Las-Vegas,2023-12-15,2.0,2.0,1051.0
224900.0,"2750 S Durango Dr #2014, Las Vegas, NV 89117",Las-Vegas,2023-12-15,2.0,2.0,965.0
620000.0,"2013 Canyon Breeze Dr, Las Vegas, NV 89134",Las-Vegas,2023-12-15,4.0,2.5,2522.0
399900.0,"1404 Phillips Ave, Las Vegas, NV 89104",Las-Vegas,2023-12-15,5.0,,1826.0
430000.0,"5433 Honey Mesquite Ln, Las Vegas, NV 89130",Las-Vegas,2023-12-15,3.0,2.0,1838.0
1299999.0,"11539 Cantina Terlano Pl, Las Vegas, NV 89141",Las-Vegas,2023-12-15,5.0,3.5,4921.0
435000.0,"825 Ann Dr, Las Vegas, NV 89107",Las-Vegas,2023-12-15,3.0,2.0,1549.0
375000.0,"9830 Hanover Grove Ave, Las Vegas, NV 89148",Las-Vegas,2023-12-15,3.0,2.5,1739.0
545000.0,"8871 Oceanside Slopes Ave, Las Vegas, NV 89178",Las-Vegas,2023-12-15,5.0,3.0,2572.0
430000.0,"7520 Bowles Dr, Las Vegas, NV 89130",Las-Vegas,2023-12-15,3.0,2.5,1261.0
450000.0,"11231 Hidden Peak Ave #212, Las Vegas, NV 89135",Las-Vegas,2023-12-15,2.0,2.5,1431.0
280000.0,"2097 Clancy St, Las Vegas, NV 89156",Las-Vegas,2023-12-15,3.0,2.5,1344.0
1100000.0,"10309 Saugus Dr, Las Vegas, NV 89134",Las-Vegas,2023-12-15,2.0,2.5,2577.0
495000.0,"10089 Dragonfly Wing St, Las Vegas, NV 89183",Las-Vegas,2023-12-15,4.0,2.5,1941.0
385000.0,"4304 Fortune Ave, Las Vegas, NV 89107",Las-Vegas,2023-12-15,3.0,2.0,1612.0
415000.0,"900 Eugene Cernan St, Las Vegas, NV 89145",Las-Vegas,2023-12-15,3.0,2.0,1620.0
313000.0,"79 E Agate Ave #207, Las Vegas, NV 89123",Las-Vegas,2023-12-15,2.0,2.0,1198.0
641415.0,"3972 Nivosus Ave, Las Vegas, NV 89141",Las-Vegas,2023-12-15,3.0,2.0,1910.0
637653.0,"3948 Nivosus Ave, Las Vegas, NV 89141",Las-Vegas,2023-12-15,3.0,2.0,1830.0
654642.0,"3960 Nivosus Ave, Las Vegas, NV 89141",Las-Vegas,2023-12-15,3.0,2.0,1930.0
553283.0,"6476 Peace Dove Ave, Las Vegas, NV 89130",Las-Vegas,2023-12-15,3.0,2.0,1930.0
429500.0,"5021 River Splash Ave, Las Vegas, NV 89131",Las-Vegas,2023-12-15,4.0,2.0,1584.0
395000.0,"8925 W Flamingo Rd #310, Las Vegas, NV 89147",Las-Vegas,2023-12-15,2.0,2.0,1539.0
350000.0,"6255 W Arby Ave #144, Las Vegas, NV 89118",Las-Vegas,2023-12-15,3.0,2.5,1696.0
475000.0,"1519 San Pedro Ave, Las Vegas, NV 89104",Las-Vegas,2023-12-15,3.0,2.0,1530.0
535000.0,"1903 Sky Flower Ct, Las Vegas, NV 89123",Las-Vegas,2023-12-15,4.0,2.5,2140.0
399999.0,"5169 Gilleran Ave, Las Vegas, NV 89139",Las-Vegas,2023-12-15,2.0,2.5,1298.0
1099000.0,"6467 Wild Blue Ct, Las Vegas, NV 89135",Las-Vegas,2023-12-15,4.0,3.5,3147.0
625000.0,"2005 Golden Trumpet Ave, Las Vegas, NV 89123",Las-Vegas,2023-12-15,5.0,3.0,2968.0
869900.0,"1105 Enderly Ln, Las Vegas, NV 89144",Las-Vegas,2023-12-15,5.0,3.0,2112.0
530000.0,"175 Short Ruff Way, Las Vegas, NV 89148",Las-Vegas,2023-12-15,4.0,2.5,2119.0
749999.0,"10130 Walhalla Plateau Ct, Las Vegas, NV 89148",Las-Vegas,2023-12-15,5.0,3.0,3034.0
514999.0,"8737 Harvest Valley Ave, Las Vegas, NV 89129",Las-Vegas,2023-12-15,4.0,2.5,1909.0
1099000.0,"9103 Alta Dr #1406, Las Vegas, NV 89145",Las-Vegas,2023-12-15,2.0,2.5,2137.0
529888.0,"8152 Cheerful Valley Ave, Las Vegas, NV 89178",Las-Vegas,2023-12-15,3.0,2.5,2142.0
450000.0,"2300 Dune Dr, Las Vegas, NV 89106",Las-Vegas,2023-12-15,6.0,2.0,1670.0
482000.0,"2982 Gunnery Forge St, Las Vegas, NV 89156",Las-Vegas,2023-12-15,5.0,4.0,2642.0
350000.0,"3649 Castille St, Las Vegas, NV 89121",Las-Vegas,2023-12-15,3.0,2.5,2246.0
435000.0,"5501 Whiteleaf Ct, Las Vegas, NV 89149",Las-Vegas,2023-12-15,2.0,2.0,1741.0
799999.0,"2877 Paradise Rd #302, Las Vegas, NV 89109",Las-Vegas,2023-12-15,2.0,3.0,2805.0
355000.0,"813 Peachy Canyon Cir #203, Las Vegas, NV 89144",Las-Vegas,2023-12-15,2.0,2.0,1282.0
375000.0,"1200 James St, Las Vegas, NV 89101",Las-Vegas,2023-12-15,3.0,2.0,1161.0
375000.0,"3644 Indios Ave, Las Vegas, NV 89121",Las-Vegas,2023-12-15,3.0,3.0,1620.0
465000.0,"4532 Cabo Ln, Las Vegas, NV 89121",Las-Vegas,2023-12-15,3.0,2.0,1660.0
369000.0,"5421 Saddle Peak Trl, Las Vegas, NV 89118",Las-Vegas,2023-12-15,3.0,2.5,1468.0
400000.0,"290 Lyra Ln, Las Vegas, NV 89110",Las-Vegas,2023-12-15,4.0,3.0,1620.0
250000.0,"7901 Greycrest Ct #102, Las Vegas, NV 89145",Las-Vegas,2023-12-15,2.0,2.0,1168.0
429000.0,"8255 Las Vegas Blvd #1705, Las Vegas, NV 89123",Las-Vegas,2023-12-15,2.0,2.0,1338.0
450000.0,"5494 Vicarage Way, Las Vegas, NV 89141",Las-Vegas,2023-12-15,3.0,2.0,1584.0
360000.0,"8748 Villa Monica Ln, Las Vegas, NV 89147",Las-Vegas,2023-12-15,2.0,2.0,1098.0
399000.0,"9477 Medford Falls Ave, Las Vegas, NV 89149",Las-Vegas,2023-12-15,3.0,2.5,1715.0
323000.0,"4198 Wendy Ln, Las Vegas, NV 89115",Las-Vegas,2023-12-15,4.0,2.0,1512.0
498000.0,"7304 Savannah Falls St, Las Vegas, NV 89131",Las-Vegas,2023-12-15,4.0,3.0,2771.0
400000.0,"9000 Tiger Shale Way, Las Vegas, NV 89123",Las-Vegas,2023-12-15,3.0,2.0,1477.0
225000.0,"1400 Jamielinn Ln #104, Las Vegas, NV 89110",Las-Vegas,2023-12-15,3.0,2.0,1197.0
455000.0,"7465 Sunspot Dr, Las Vegas, NV 89128",Las-Vegas,2023-12-15,4.0,3.0,1869.0
250000.0,"3131 Key Largo Dr #104, Las Vegas, NV 89120",Las-Vegas,2023-12-15,2.0,2.0,987.0
498000.0,"9727 Dieterich Ave, Las Vegas, NV 89148",Las-Vegas,2023-12-15,4.0,3.0,2415.0
519000.0,"7036 Azure Beach St, Las Vegas, NV 89148",Las-Vegas,2023-12-15,3.0,3.5,1770.0
367000.0,"9797 Hickory Crest Ct, Las Vegas, NV 89147",Las-Vegas,2023-12-15,3.0,2.0,1424.0
468828.0,"4540 E Flamingo Rd, Las Vegas, NV 89121",Las-Vegas,2023-12-15,4.0,3.0,2229.0
400000.0,"5381 Supai Dr, Las Vegas, NV 89103",Las-Vegas,2023-12-15,4.0,2.0,1902.0
1614900.0,"10253 Green Ember Dr, Las Vegas, NV 89135",Las-Vegas,2023-12-15,4.0,3.5,3396.0
275000.0,"8555 W Russell Rd #1034, Las Vegas, NV 89113",Las-Vegas,2023-12-15,2.0,2.0,1134.0
679988.0,"10118 Cache River Ct, Las Vegas, NV 89141",Las-Vegas,2023-12-15,5.0,3.5,3971.0
329900.0,"5455 Birchbrook Ct, Las Vegas, NV 89120",Las-Vegas,2023-12-15,2.0,2.0,1713.0
545000.0,"272 Dudley St #6, Boston, MA 02119",Boston,2023-12-15,2.0,1.5,1091.0
2100000.0,"34 Perthshire Rd, Boston, MA 02135",Boston,2023-12-15,11.0,6.0,4223.0
599999.0,"44 Linwood #3, Boston, MA 02119",Boston,2023-12-15,2.0,2.0,1095.0
2500000.0,"722 E 6th St, Boston, MA 02127",Boston,2023-12-15,8.0,6.0,3680.0
2000000.0,"550 E 3rd St, Boston, MA 02127",Boston,2023-12-15,6.0,3.0,3078.0
697000.0,"51 Walkhill St #1, Boston, MA 02130",Boston,2023-12-15,2.0,2.0,1065.0
1500000.0,"41 Seaverns Ave #41, Boston, MA 02130",Boston,2023-12-15,4.0,3.5,2712.0
859000.0,"19 Clapp St #8, Boston, MA 02125",Boston,2023-12-15,2.0,2.0,1354.0
795000.0,"738 Hyde Park Ave, Boston, MA 02131",Boston,2023-12-15,4.0,3.0,2043.0
900000.0,"229-231 Main St #3, Boston, MA 02129",Boston,2023-12-15,2.0,1.5,1000.0
829999.0,"610 Rutherford Ave #301, Boston, MA 02129",Boston,2023-12-15,2.0,2.0,1267.0
4695000.0,"240 Devonshire St #4301, Boston, MA 02110",Boston,2023-12-15,2.0,2.5,2190.0
645000.0,"8 Norris Rd, Boston, MA 02136",Boston,2023-12-15,3.0,2.5,2082.0
2595000.0,"1 Franklin #2304, Boston, MA 02110",Boston,2023-12-15,2.0,2.0,1500.0
1874900.0,"21 Linden St, Boston, MA 02127",Boston,2023-12-15,4.0,3.0,2478.0
1900000.0,"2 Lawrence St, Boston, MA 02116",Boston,2023-12-15,4.0,2.0,1910.0
1100000.0,"34 Perthshire Rd #2, Boston, MA 02135",Boston,2023-12-15,5.0,3.0,2118.0
999000.0,"34 Perthshire Rd #1, Boston, MA 02135",Boston,2023-12-15,5.0,3.0,2105.0
899000.0,"39 R Middle St, Boston, MA 02127",Boston,2023-12-15,4.0,1.5,1267.0
1190000.0,"15 Jess St, Boston, MA 02130",Boston,2023-12-15,5.0,5.0,2523.0
530000.0,"234 Riverside Dr, Dedham, MA 02026",Boston,2023-12-15,3.0,2.0,1556.0
475000.0,"59 Old Morton St Unit A, Boston, MA 02126",Boston,2023-12-15,3.0,1.5,1130.0
699000.0,"425 Lagrange St #109, Boston, MA 02132",Boston,2023-12-15,2.0,2.0,954.0
2200000.0,"17 M St, Boston, MA 02127",Boston,2023-12-15,8.0,4.0,3297.0
649000.0,"67 Church St #1, Boston, MA 02122",Boston,2023-12-15,2.0,2.5,1260.0
509000.0,"57 Collins St, Boston, MA 02136",Boston,2023-12-15,3.0,1.5,1305.0
2875000.0,"240 Devonshire St #4112, Boston, MA 02110",Boston,2023-12-15,2.0,2.5,1636.0
2949000.0,"5 Saint Charles St, Boston, MA 02116",Boston,2023-12-15,3.0,3.0,2500.0
599900.0,"101 Saratoga St Unit -, Boston, MA 02128",Boston,2023-12-15,2.0,2.0,862.0
649000.0,"5 Rice St #4, Boston, MA 02122",Boston,2023-12-15,2.0,2.0,899.0
1149000.0,"435 East Third Unit TWO, Boston, MA 02127",Boston,2023-12-15,2.0,2.5,1425.0
849900.0,"580 E Broadway #4, Boston, MA 02127",Boston,2023-12-15,2.0,2.0,977.0
739000.0,"131 Eliot St #303, Milton, MA 02186",Boston,2023-12-15,2.0,2.0,1173.0
2350000.0,"130 Arlington St, Boston, MA 02116",Boston,2023-12-15,3.0,2.5,1793.0
899000.0,"583B Baker St Unit 583B, Boston, MA 02132",Boston,2023-12-15,3.0,2.5,1600.0
829000.0,"19-23 Clapp St #7, Boston, MA 02125",Boston,2023-12-15,2.0,2.0,1350.0
2479000.0,"150 Seaport Blvd Unit 6B, Boston, MA 02210",Boston,2023-12-15,2.0,2.5,1485.0
605900.0,"172 Newton St #1, Boston, MA 02135",Boston,2023-12-15,3.0,2.0,1053.0
2125000.0,"1 Charles Unit 6C, Boston, MA 02116",Boston,2023-12-15,2.0,2.5,1497.0
1375000.0,"77 Pond Ave #1402, Brookline, MA 02445",Boston,2023-12-15,3.0,2.0,1570.0
579900.0,"31 Wabon #1, Boston, MA 02121",Boston,2023-12-15,3.0,2.5,1237.0
2350000.0,"130A Arlington St Unit A, Boston, MA 02116",Boston,2023-12-15,3.0,2.5,1793.0
689000.0,"13 Ruthven St #1, Boston, MA 02121",Boston,2023-12-15,4.0,3.0,2143.0
729000.0,"324 Dorcester St #3, Boston, MA 02127",Boston,2023-12-15,2.0,2.0,1018.0
599000.0,"995 Dorchester Ave #2, Boston, MA 02125",Boston,2023-12-15,3.0,2.0,971.0
1125000.0,"18 Evans St, Boston, MA 02124",Boston,2023-12-15,4.0,3.5,2927.0
525000.0,"18 Evans #1, Boston, MA 02124",Boston,2023-12-15,2.0,1.5,1684.0
599000.0,"18 Evans #2, Boston, MA 02124",Boston,2023-12-15,2.0,2.0,1784.0
549999.0,"86 Bernard St #1, Boston, MA 02124",Boston,2023-12-15,9.0,2.5,2295.0
4889000.0,"120 Emerson St, Boston, MA 02127",Boston,2023-12-15,9.0,12.5,5000.0
825000.0,"166 Salem Unit A, Boston, MA 02113",Boston,2023-12-15,2.0,2.0,839.0
1050000.0,"417 Bunker Hill St #2, Boston, MA 02129",Boston,2023-12-15,3.0,2.0,1387.0
669999.0,"52 Withington #8, Boston, MA 02124",Boston,2023-12-15,3.0,2.0,1181.0
1095000.0,"480 Commercial St Unit 5B, Boston, MA 02109",Boston,2023-12-15,2.0,1.5,1073.0
899000.0,"99 Tremont St #302, Boston, MA 02135",Boston,2023-12-15,2.0,2.0,1121.0
2099000.0,"15 Pond, Boston, MA 02130",Boston,2023-12-15,11.0,3.0,4137.0
2150000.0,"68 Harvest St, Boston, MA 02125",Boston,2023-12-15,10.0,6.0,3606.0
779000.0,"57 Falcon St, Boston, MA 02128",Boston,2023-12-15,6.0,2.0,2356.0
749000.0,"13 Mercer St #3, Boston, MA 02127",Boston,2023-12-15,2.0,2.0,1050.0
8995000.0,"260-262 Commonwealth Ave Unit 1A-G2, Boston, MA 02116",Boston,2023-12-15,4.0,4.5,3084.0
5650000.0,"260-262 Commonwealth Ave Unit 1B, Boston, MA 02116",Boston,2023-12-15,2.0,2.5,1841.0
11500000.0,"260-262 Commonwealth Ave #3, Boston, MA 02116",Boston,2023-12-15,4.0,3.5,3325.0
2995000.0,"191 West Springfield St, Boston, MA 02118",Boston,2023-12-15,4.0,4.0,2959.0
1785000.0,"9 Monument St #2, Boston, MA 02129",Boston,2023-12-15,4.0,3.5,1908.0
2750000.0,"210 West Springfield St #1, Boston, MA 02118",Boston,2023-12-15,3.0,3.5,2244.0
685000.0,"109 Thompson St, Boston, MA 02136",Boston,2023-12-15,4.0,1.5,1644.0
4100000.0,"63 Mount Vernon St #4, Boston, MA 02108",Boston,2023-12-15,3.0,2.5,2172.0
1975000.0,"19 O St, Boston, MA 02127",Boston,2023-12-15,8.0,6.0,2658.0
1275000.0,"800 East 7th St Unit 3-PH, Boston, MA 02127",Boston,2023-12-15,3.0,2.0,1587.0
4299900.0,"100 Shawmut Ave Ph -C, Boston, MA 02118",Boston,2023-12-15,3.0,2.5,2726.0
560000.0,"128 Anawan Ave, Boston, MA 02132",Boston,2023-12-15,4.0,1.5,2000.0
999990.0,"99 Pond Ave Unit D802, Brookline, MA 02445",Boston,2023-12-15,2.0,2.0,1855.0
950000.0,"29 Charles Park Rd #29, Boston, MA 02132",Boston,2023-12-15,3.0,2.5,1853.0
1375000.0,"163 2nd West St, Boston, MA 02127",Boston,2023-12-15,3.0,3.5,1671.0
799000.0,"173 Maverick Ph 304, Boston, MA 02128",Boston,2023-12-15,2.0,2.0,960.0
1699900.0,"100 Shawmut Ave Unit 804, Boston, MA 02118",Boston,2023-12-15,2.0,2.0,1396.0
5900000.0,"133 Seaport Blvd Ph 3C, Boston, MA 02210",Boston,2023-12-15,3.0,3.5,2409.0
430000.0,"265 Norfolk St Unit D, Boston, MA 02124",Boston,2023-12-15,3.0,1.5,1349.0
7399000.0,"111 Pembroke St, Boston, MA 02118",Boston,2023-12-15,5.0,4.0,5398.0
3795000.0,"9 Columbus Sq #2, Boston, MA 02116",Boston,2023-12-15,4.0,4.5,2779.0
6295000.0,"9 Columbus Sq, Boston, MA 02118",Boston,2023-12-15,7.0,7.0,4755.0
1599000.0,"14 N Bennet St #6, Boston, MA 02113",Boston,2023-12-15,2.0,2.5,1187.0
1519000.0,"14 N Bennet St #4, Boston, MA 02113",Boston,2023-12-15,2.0,2.0,1242.0
635000.0,"65 Falcon St #1, Boston, MA 02128",Boston,2023-12-15,2.0,2.0,1035.0
1695000.0,"485 Harrison Ave #303, Boston, MA 02118",Boston,2023-12-15,2.0,3.0,2020.0
729000.0,"425 Lagrange St #307, Boston, MA 02132",Boston,2023-12-15,2.0,2.0,983.0
695000.0,"425 Lagrange St #305, Boston, MA 02132",Boston,2023-12-15,2.0,2.0,937.0
2825000.0,"240 Devonshire St #5310, Boston, MA 02110",Boston,2023-12-15,2.0,2.0,1405.0
609900.0,"102 Moreland, Boston, MA 02119",Boston,2023-12-15,5.0,2.5,1329.0
794900.0,"76 Elm St Unit G15, Boston, MA 02130",Boston,2023-12-15,2.0,2.0,1320.0
649000.0,"169 Maverick #1, Boston, MA 02128",Boston,2023-12-15,3.0,2.0,950.0
1249000.0,"21 Parker St, Boston, MA 02129",Boston,2023-12-15,6.0,3.0,2970.0
999000.0,"519 E 2nd St #201, Boston, MA 02127",Boston,2023-12-15,2.0,2.0,971.0
619000.0,"1202 Lagrange St #1202, Boston, MA 02467",Boston,2023-12-15,2.0,2.5,2100.0
1695000.0,"2 Avery St Unit 27G, Boston, MA 02111",Boston,2023-12-15,2.0,2.0,1257.0
1799900.0,"532-34 E Third St #6, Boston, MA 02127",Boston,2023-12-15,3.0,2.0,2123.0
850000.0,"19 Mount Ida Rd, Boston, MA 02122",Boston,2023-12-15,6.0,1.5,2831.0
849500.0,"9 Robken Rd, Boston, MA 02131",Boston,2023-12-15,3.0,1.5,1224.0
1275000.0,"327 Commonwealth #1, Boston, MA 02115",Boston,2023-12-15,2.0,1.5,1300.0
1895000.0,"7 Maynard Pl, Cambridge, MA 02138",Boston,2023-12-15,3.0,2.5,1900.0
2720000.0,"65 E India Row Unit PHB, Boston, MA 02110",Boston,2023-12-15,2.0,2.5,1635.0
2050000.0,"9 Monument St #9, Boston, MA 02129",Boston,2023-12-15,4.0,5.5,2465.0
3835000.0,"9 Monument St, Boston, MA 02129",Boston,2023-12-15,8.0,9.0,4425.0
745000.0,"20 Ufford St, Boston, MA 02124",Boston,2023-12-15,4.0,2.0,2500.0
4150000.0,"240 Devonshire St #3906, Boston, MA 02110",Boston,2023-12-15,2.0,2.5,1755.0
3780000.0,"240 Devonshire St #5708, Boston, MA 02110",Boston,2023-12-15,2.0,2.5,1667.0
1950000.0,"197 Eighth St Ph 12, Boston, MA 02129",Boston,2023-12-15,2.0,2.5,1580.0
575000.0,"19-21 Standard St #2, Boston, MA 02126",Boston,2023-12-15,3.0,2.0,1600.0
1899900.0,"880 E 2nd St, Boston, MA 02127",Boston,2023-12-15,3.0,3.0,2331.0
899000.0,"42 Dorset St #1, Boston, MA 02125",Boston,2023-12-15,3.0,3.0,2005.0
1100000.0,"682-684 E 5th St, Boston, MA 02127",Boston,2023-12-15,3.0,2.0,1741.0
1099000.0,"44 Dorset St #2, Boston, MA 02125",Boston,2023-12-15,4.0,3.0,1877.0
639900.0,"8 Beram Ave #8, Boston, MA 02131",Boston,2023-12-15,3.0,3.0,1454.0
1050000.0,"1799 River St, Boston, MA 02136",Boston,2023-12-15,6.0,4.0,2162.0
2550000.0,"165-167 W 2nd St, Boston, MA 02127",Boston,2023-12-15,6.0,6.0,3400.0
1350000.0,"474 E 7th, Boston, MA 02127",Boston,2023-12-15,4.0,2.5,2252.0
699999.0,"60 Marion St, Boston, MA 02128",Boston,2023-12-15,4.0,1.5,1800.0
1215000.0,"47 Playstead, Newton, MA 02458",Boston,2023-12-15,4.0,3.5,2000.0
850000.0,"32 Williams #1, Boston, MA 02119",Boston,2023-12-15,2.0,3.0,1800.0
719000.0,"121 E Cottage St #8, Boston, MA 02125",Boston,2023-12-15,2.0,2.0,1588.0
799000.0,"9 Mercer St #1, Boston, MA 02127",Boston,2023-12-15,2.0,2.0,1014.0
12500000.0,"975 Memorial Dr #1008, Cambridge, MA 02138",Boston,2023-12-15,4.0,3.5,4095.0
1895000.0,"36 Brookledge St, Boston, MA 02121",Boston,2023-12-15,14.0,5.0,5595.0
9475000.0,"300 Pier 4 Blvd Unit PHG, Boston, MA 02210",Boston,2023-12-15,3.0,3.5,2553.0
1100000.0,"3 Ballou Ave, Boston, MA 02124",Boston,2023-12-15,6.0,3.0,4410.0
1995000.0,"152 Trenton St, Boston, MA 02128",Boston,2023-12-15,9.0,6.0,3647.0
13900000.0,"2 Commonwealth Ave Unit 15F, Boston, MA 02116",Boston,2023-12-15,3.0,2.5,3657.0
1590000.0,"45 Province St #1105, Boston, MA 02108",Boston,2023-12-15,2.0,2.0,1291.0
769000.0,"20 Ferncroft Rd, Boston, MA 02132",Boston,2023-12-15,3.0,1.5,1325.0
3475000.0,"1 Franklin #3810, Boston, MA 02110",Boston,2023-12-15,2.0,2.5,1745.0
2800000.0,"55 Lagrange Ph 21D, Boston, MA 02116",Boston,2023-12-15,2.0,2.0,1268.0
1695000.0,"55 Lagrange #1404, Boston, MA 02116",Boston,2023-12-15,2.0,2.0,1041.0
1350000.0,"55 Lagrange #504, Boston, MA 02116",Boston,2023-12-15,2.0,2.0,1041.0
7500000.0,"360 Newbury St Ph 810, Boston, MA 02115",Boston,2023-12-15,2.0,2.0,2798.0
799000.0,"480 West Broadway #202, Boston, MA 02127",Boston,2023-12-15,2.0,1.5,1050.0
5055000.0,"240 Devonshire St #5506, Boston, MA 02110",Boston,2023-12-15,2.0,2.5,1755.0
4425000.0,"240 Devonshire St #4802, Boston, MA 02110",Boston,2023-12-15,2.0,2.5,1920.0
4750000.0,"240 Devonshire St #5812, Boston, MA 02110",Boston,2023-12-15,3.0,3.0,1989.0
1999999.0,"241-243 Woodrow Ave, Boston, MA 02124",Boston,2023-12-15,16.0,6.0,5973.0
2100000.0,"67 Old Harbor St, Boston, MA 02127",Boston,2023-12-15,8.0,3.0,3780.0
739000.0,"131 Eliot St #202, Milton, MA 02186",Boston,2023-12-15,2.0,2.0,1197.0
739000.0,"131 Eliot St #204, Milton, MA 02186",Boston,2023-12-15,2.0,2.0,1190.0
769000.0,"19-23 Clapp St #4, Boston, MA 02125",Boston,2023-12-15,2.0,2.0,1248.0
1390000.0,"170 Tremont St #1501, Boston, MA 02111",Boston,2023-12-15,3.0,2.0,1430.0
1350000.0,"588 E 7th St, Boston, MA 02127",Boston,2023-12-15,4.0,2.5,2332.0
739000.0,"175 Poplar St #4, Boston, MA 02131",Boston,2023-12-15,2.0,2.0,1385.0
2349000.0,"135 Chelsea St, Boston, MA 02128",Boston,2023-12-15,7.0,8.5,3700.0
2495000.0,"79-81 White, Boston, MA 02128",Boston,2023-12-15,8.0,8.0,3540.0
519000.0,"18 Fabyan #2, Boston, MA 02124",Boston,2023-12-15,3.0,2.0,1400.0
1950000.0,"1 Charles South #1512, Boston, MA 02116",Boston,2023-12-15,2.0,2.0,1235.0
1200000.0,"86 Topliff St, Boston, MA 02122",Boston,2023-12-15,9.0,4.5,3612.0
1399000.0,"321 W Broadway #5, Boston, MA 02127",Boston,2023-12-15,3.0,3.0,1260.0
1149000.0,"6 Pearl St #1, Boston, MA 02125",Boston,2023-12-15,3.0,2.5,2209.0
4199999.0,"175 Marlborough St, Boston, MA 02116",Boston,2023-12-15,5.0,3.5,4171.0
1250000.0,"47 Alpha, Boston, MA 02124",Boston,2023-12-15,9.0,4.0,3306.0
1399000.0,"967 Blue Hill Ave, Boston, MA 02124",Boston,2023-12-15,13.0,5.0,5030.0
